Title,Brand,Reviews,Rating,Price,Image URL,Product URL
No Title,Unknown Brand,0,0,1047.0,No Image,https://www.amazon.inhttps://aax-eu.amazon.in/x/c/JG2wepI6iF2HVU4zMWJiA4YAAAGWwEOltAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCMPBjp/https://www.amazon.in/stores/page/23295C42-47B7-4879-A57F-44DD7D35ECEE/?_encoding=UTF8&store_ref=SB_A09267862B89I1F0CS99E-A1014660137SSR7BN4U9Z&pd_rd_plhdr=t&aaxitk=3b800f43cf53bc17b7c1730549bbdfdf&hsa_cr_id=0&lp_asins=B077K1VDKV%2CB07HJBRMNL%2CB09G9Y2Q8C&lp_query=soft%20toys&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_lsi4d_bkgd&pd_rd_w=9KzR9&content-id=amzn1.sym.5e94cbee-68a7-46b5-b2e9-bb5445edd00f%3Aamzn1.sym.5e94cbee-68a7-46b5-b2e9-bb5445edd00f&pf_rd_p=5e94cbee-68a7-46b5-b2e9-bb5445edd00f&pf_rd_r=4EFDQCZBCGQ8A751V7F2&pd_rd_wg=GfKcr&pd_rd_r=734ba8d0-7177-4d39-adc7-4bc905252836
